,marketSegment,name,slug,ticker,totalSupply
1428,IoT,IoTeX,iotex,IOTX,9644304442.32
1429,,Synth sBTC,sbtc,SBTC,512.53
1430,Financial,Blox,blox,CDT,1000000000
1431,Network,Mysterium,mysterium,MYST,32433365
1432,Cryptocurrency,Rapids,rapids,RPD,18548199019.19564
1433,Ethereum,Enigma,enigma,ENG,89206298.75180301
1434,Real Estate,ATLANT,atlant,ATL,54175040.67775495
1435,Other,Aencoin,aencoin,AEN,4000000000
1436,Other,Diamond Platform Token,diamond-platform-token,DPT,10000000
1437,Financial,Custody Token,custody-token,CUST,10000000000
1438,DeFi,Structured,structured,STR,
1439,,Huobi BTC,huobi-btc,HBTC,4810.1666
1440,Blockchain Network,Nervos Network,nervos-network,CKB,30055056832.594784
1441,Ethereum,Bispex,bispex,BPX,40000000000
1442,Binance,Ormeus Ecosystem,ormeus-ecosystem,ECO,5000000000
1443,Privacy,CUTcoin,cutcoin,CUT,126419541.865
1444,DeFi,Infinito,infinito,INFT,10000000000
1445,Stablecoin,Digital Gold,digital-gold,GOLD,19176.482
1446,Ethereum,Vinci,vinci,VINCI,300000000
1447,Ethereum,Tellor,tellor,TRB,1672191.77852381
1448,AI,Cortex,cortex,CTXC,299792458
1449,Trading,CAPITAL X CELL,capital-x-cell,CXC,400552000
1450,Ethereum,DEX.AG,dex-ag,DXG,
1451,Other,FirmaChain,firmachain,FCT,600000000
1452,Privacy,suterusu,suterusu,SUTER,10000000000
1453,DeFi,MetaMask,metamask,MTM,
1454,DeFi,DDEX,ddex,DDEX,
1455,DeFi,Keydonix,keydonix,KDN,
1456,Financial,EXMR,exmr,EXMR,18003524.6541
1457,DeFi,LocalCryptos ,localcryptos,LCR,
1458,Ethereum,Blockium,blockium,BOK,650000000
1459,Stablecoin,Single Collateral DAI,dai,SAI,6660106.02362148
1460,Ethereum,Multi-collateral DAI,multi-collateral-dai,DAI,1072713817.0772128
1461,Ethereum,ShareToken,sharetoken,SHR,6434460139.8
1462,Layer 2,Connext,connext,CNX,
1463,Marketplace,Safex Token,safex-token,SFT,1885974016
1464,Ethereum,ParaSwap,paraswap,PSW,
1465,Privacy,Horizen,zencash,ZEN,10521093.75
1466,Smart Contracts,Kadena,kadena,KDA,1000000000
1467,Cryptocurrency,Ripple,ripple,XRP,99990848713
1468,Ethereum,LIFE,life,LIFE,99999999999.99998
1469,Real Estate,Fortem Capital,fortem-capital,FCQ,210000000
1470,Exchange,ZB Token,zb,ZB,2100000000
1471,,pTokens BTC,ptokens-btc,PBTC,169
1472,Neo,Aphelion,aphelion,APH,70188440
1473,Bitcoin,BTCPay,btcpay,BCP,
1474,Ethereum,Chi Gastoken,chi-gastoken,CHI,1155019
1475,Ethereum,VNX Exchange,vnx-exchange,VNXLU,80000000
1476,Mining,Hashshare,hashshare,HSS,200000000
1477,DeFi,SafeCapital,safecapital,SCAP,2108509.11
1478,Interoperability,Fusion,fusion,FSN,65514171.84713729
1479,Data,MVL,mvl,MVL,30000000000
1480,Binance,Zebi,zebi,ZCO,450099286.73634
1481,Ethereum,Vectorspace,vectorspace-ai,VEC,50000000
1482,Cloud Storage,Filenet,filenet,FN,1000000000
1483,Platform,Medium,medium,MDM,1000000000
1484,Ethereum,Lendf,lendf,LFM,
1485,DeFi,Sablier,sablier,SAB,
1486,Privacy,Zcash,zcash,ZEC,10642475
1487,Privacy,Aidos Kuneen,aidos-kuneen,ADK,25000000
1488,Ethereum,JamaiCoin,jamaicoin,YAH,30000000
1489,Interoperability,Kusama,kusama,KSM,9651217.45126206
1490,Investments,CoTrader,cotrader,COT,20000000000
1491,Ethereum,Bitcoin Token,bitcoin-token,BTK,12791117.2452039
1492,Ethereum,Mogu,mogu,MOGX,1000000000
1493,Ethereum,Portis,portis,PRT,
1494,DeFi,Komet,komet,KOMET,30000
1495,Cloud Computing,CONUN,conun,CON,5000000000
1496,Ethereum,Rakon,rakon,RKN,285714286
1497,Cryptocurrency,NPCoin,npcoin,NPC,150000000
1498,Gambling,BetProtocol,betprotocol,BEPRO,10000000000
1499,Ethereum,Orchid,orchid,OXT,1000000000
1500,Ethereum,KickToken,kickico,KICK,1247037842331.8582
1501,Platform,PegNet,pegnet,PEG,2104638871.9616
1502,Cryptocurrency,Bitcoin Free Cash,bitcoin-free-cash,BFC,5566250
1503,Decentralized Exchange,Sparkswap,sparkswap,SPR,
1504,Smart Contracts,RSK,rsk,RSK,
1505,Financial,UltrAlpha,ultralpha,UAT,500000000
1506,Privacy,Dash,dash,DASH,9855921.1733508
1507,Other,Davion,davion,DAVP,42000000
1508,Ethereum,Zynecoin,zynecoin,ZYN,92556125
1509,Platform,Building Cities Beyond Blockchain,building-cities-beyond-blockchain,BCB,66000000
1510,Exchange,Coinsbit Token,coinsbit-toke,CNB,1350000000
1511,Ethereum,Enzo,enzo,NZO,21000000000
1512,Exchange,ZBG Token,zbg-token,ZT,500000000
1513,Ethereum,USDx stablecoin,usdx-stablecoin,USDX,7079558.7412
1514,Blockchain Network,Tachyon Protocol,tachyon-protocol,IPX,1000000000
1515,INT Chain,INT Chain,internet-node-token,INT,960329508.372
1516,IoT,ROAD,road,ROAD,2000000000
1517,,Complete New Commerce Chain,complete-new-commerce-chain,CNCC,
1518,Ethereum,Origin Protocol,origin-protocol,OGN,1000000000
1519,Binance,Travala,travala,AVA,61181769
1520,Privacy,NIX Bridge Token,nix-bridge-token,NBT,0
1521,Ethereum,Audius,audius,AUDIO,1000000000
1522,Lending,Aave,aave,AAVE,16000000
1523,Ethereum,NOW Token,now-token,NOW,199763509.8661694
1524,Ethereum,Esportbits,hyperloot,HLT,303843731.9279572
1525,Other,Orient Walt,orient-walt,HTDF,96000000
1526,,ENS,ethereum-name-service,ENS,
1527,Ethereum,3X Short Bitcoin Token,3x-short-bitcoin-token,BEAR,178313.91664994
1528,Tron,BitTorrent,bittorrent,BTT,990000000000
1529,Stablecoin,TerraKRW,terra-krw,KRT,103430108307.47931
1530,DeFi,Zero Collateral,zero-collateral,ZCT,
1531,Ethereum,3X Long Bitcoin Token,3x-long-bitcoin-token,BULL,454.93086314
1532,Cryptocurrency,Nyzo,nyzo,NYZO,100000000
1533,Waves,Neutrino Dollar,neutrino-dollar,USDN,26412089.9952894
1534,Cryptocurrency,Happycoin,happycoin,HPC,25425756.8045864
1535,Trading,TROY,troy,TROY,10000000000
1536,Staking,Perlin,perlin,PERL,1033200000
1537,Marketing,Nexalt,nexalt,XLT,19653757.22888052
1538,Ethereum,Tether Gold,tether-gold,XAUT,3990.225
1539,Stablecoin,Terra,luna,LUNA,995025048.348431
1540,DeFi,Curve DAO Token,curve,CRV,1384196804.8096855
1541,Ethereum,Keystone of Opportunity & Knowledge,keystone-of-opportunity-knowledge,KOK,5000000000
1542,Ethereum,Idle,idle,IDL,
1543,Cryptocurrency,NewYorkCoin,newyorkcoin,NYC,143750411687.99847
1544,Binance,WazirX,wazirx,WRX,995833334
1545,Other,ARCS,arcs,ARX,20000000000
1546,Blockchain Network,CertiK,certik,CTK,100442079.567549
1547,DeFi,DeFiZap,defizap,DFZ,
1548,Ethereum,Lock,lock,LOCK,
1549,Interoperability,Blocknet,blocknet,BLOCK,7342245.86531109
1550,Ethereum,Torque,torque,TRQ,8748579696
1551,DeFi,PoolTogether,pooltogether,PTG,
1552,DeFi,Melon,melon,MLN,1524031.89909865
1553,Blockchain Service,RChain,rchain,RHOC,870506349.5851371
1554,DeFi,pTokens,ptokens,PTK,
1555,DeFi,HyperDAO,hyperdao,HDAO,
1556,Ethereum,WETH,weth,WETH,1153916.96673734
1557,Ethereum,apM Coin,apm-coin,APM,1812500000
1558,Platform,Fuse Network Token,fuse,FUSE,
1559,Cryptocurrency,Ergo,ergo,ERG,28364400
1560,Ethereum,Perth Mint Gold Token,perth-mint-gold-token,PMGT,548.90253
1561,Ethereum,Keep3rV1,keep3rv1,KP3R,200001
1562,Infrastructure,RSK Infrastructure Framework,rif-token,RIF,1000000000
1563,,Incognito,incognito,PRV,
1564,Protocol,TTC,ttc-protocol,TTC,902488264.87
1565,Blockchain Network,Elixxir,elixxir,XX,
1566,Ethereum,Standard Tokenization Protocol,stpt,STPT,1942420283.027067
1567,Other,Observer,observer,OBSR,15000000000
1568,,sXAU,sxau,sXAU,
1569,Ethereum,Cred,libra-credit,LBA,1000000000
1570,Blockchain Network,Solana,solana,SOL,488595108.9534635
1571,Lending,XCredit,xcredit,XFYI,0
1572,Binance,Unifi Protocol DAO,unifi-protocol-dao,UNFI,10000000
1573,Cryptocurrency,Algorand,algorand,ALGO,10000000000
1574,DeFi,UnFederalReserve,unfederalreserve,ERSDL,306598539
1575,DeFi,Ethereum Yield,ethereum-yield,ETHY,500000
1576,Blockchain Network,DigiByte,digibyte,DGB,13821612403.428543
1577,Ethereum,EasyFi,easyfi,EASY,10000000
1578,DeFi,88mph,88mph,MPH,230896
1579,Polkadot,Ocean Protocol,ocean-protocol,OCEAN,613099141
1580,Platform,Lock3r Network,lk3r,LK3R,0
1581,Ethereum,Paypolitan Token,paypolitan-token,EPAN,94697000
1582,Ethereum,PARSIQ,parsiq,PRQ,500000000
1583,DeFi,Mirror Protocol,mirror-protocol,MIR,
1584,Financial,Iconiq Lab,iconiq-lab-token,ICNQ,20000000
1585,Other,Trustlines Network Token,trustlines,TLN,
1586,Ethereum,Acute Angle Cloud,acute-angle-cloud,AAC,1000000000
1587,Ethereum,Huobi Pool Token,huobi-pool-token,HPT,9773770850.916
1588,Blockchain Network,CasperLabs,casperlabs,CLX,
1589,Ethereum,Debase,debase,DEBASE,0
1590,Ethereum,DEAPcoin,deapcoin,DEP,30000000000
1591,Stablecoin,JUST Stablecoin,just-stablecoin,USDJ,4227158.28542326
1592,DeFi,JUST,just,JST,9900000000
1593,Ethereum,KardiaChain,kardiachain,KAI,5000000000
1594,,Uquid Coin,uquid_coin,UQC,40000000
1595,Binance,PCHAIN,pchain,PI,1811546868
1596,DeFi,SURF Finance,surf,SURF,0
1597,,The Force Protocol,forceprotocol,FOR,1000000000
1598,Entertainment,Verasity,verasity,VRA,10839985784
1599,Ethereum,IterationSyndicate,iterationsyndicate,ITS,100000
1600,Ethereum,Revain,revain,REV,81489550407.00162
1601,Ethereum,Keep Network,keep-network,KEEP,1000000000
1602,Blockchain Network,Seele-N,seele,SEELE,30000000000
1603,Cryptocurrency,I/O Coin,iocoin,IOC,18559669.47434563
1604,Ethereum,Cartesi,cartesi,CTSI,1000000000
1605,Blockchain Network,Scrypta,scrypta,LYRA,18073687.44581719
1606,Decentralized Exchange,Switch,switch,ESH,12113793.0641682
1607,Financial,Flexacoin,flexacoin,FXC,7273713838
1608,Ethereum,Badger DAO,badger-dao,BADGER,21000000
1609,,Compound Dai,compound-dai,CDAI,2025596474
1610,,Compound USD Coin,compound-usd-coin,CUSDC,9803299805.036442
1611,,Compound Ether,compound-ether,CETH,0
1612,Protocol,THORChain,thorchain,RUNE,500000000
1613,Ethereum,Wrapped UST Token,wrapped-ust,UST,16164027.449116
1614,Smart Contracts,Ethereum Classic,ethereum-classic,ETC,116313299
1615,Interoperability,2key.network,2key-network,2KEY,599020418.7745987
1616,NFT,WAX,wax,WAXP,3728872536.1198263
1617,Financial,Celo,celo,CELO,1000000000
1618,Blockchain Service,Constellation,constellation,DAG,3711998690.36
1619,Protocol,Super Zero Protocol,super-zero,SERO,638579809
1620,Financial,FinNexus,finnexus,FNX,382780942.3407187
1621,Ethereum,Render Token,render-token,RNDR,504793762
1622,Cloud Storage,Arweave,arweave,AR,63190435
1623,Platform,AVA Labs,avalabs,AVA,
1624,Yield farming,Compound,compound,COMP,10000000
1625,,renBTC,renbtc,RENBTC,
1626,Blockchain Service,NuCypher,nucypher,NU,1045508271.4899193
1627,Ethereum,Monavale,monavale,MONA,0
1628,Ethereum,StormX,stormx,STMX,9566788815.922813
1629,Yield farming,FLUX,flux,FLUX,183361.94278025
1630,Marketplace,RING X PLATFORM,ring-x-platform,RINGX,452372597
1631,Trading,HEX,hex,HEX,175453179544.9985
1632,Ethereum,Balancer,balancer,BAL,35725000
1633,DeFi,WaykiChain Governance Coin,waykichain-governance-coin,WGRT,21000000000
1634,Sports,All Sports,all-sports,SOC,1500000000
1635,Governance,DMM: Governance,dmm-governance,DMG,249822018.8313562
1636,Marketing,BitTube,bit-tube,TUBE,287996655.756891
1637,Cryptocurrency,ALQO,alqo,XLQ,65539763.62146
1638,,Whole Network,whole-network,NODE,10000000000
1639,Exchange,LCX,lcx,LCX,953165775
1640,Ethereum,Swapfolio,swapfolio,SWFL,
1641,Marketplace,Treecle,treecle,TRCL,2000000000
1642,Ethereum,Robonomics Web Services,robonomics-web-services,RWS,
1643,Ethereum,BitCherry,bitcherry,BCHC,10000000000
1644,Supply,Ambrosus,amber,AMB,468589801
1645,Financial,BTSE,btse,BTSE,165904711
1646,Decentralized Exchange,Kyber Network,kyber-network,KNC,210354605.38320997
1647,Lending,bZx Protocol,bzx,BZRX,1030000000
1648,DeFi,NXM,nexus-mutual,NXM,6726756.59589469
1649,DeFi,Serum,serum,SRM,161000001
1650,Platform,Avalanche,avalanche,AVAX,360000000
1651,Lending,yearn.finance,yearn-finance,YFI,30000
1652,Ethereum,NEST Protocol,nest-protocol,NEST,9982920000
1653,Financial,TrustSwap,trustswap,SWAP,99998461.05823389
1654,Ethereum,Orion Protocol,orion-protocol,ORN,100000000
1655,Lending,DFI.Money,yearn-finance-ii,YFII,39375
1656,Ethereum,Meta,meta,MTA,99999999.97675607
1657,DeFi,Oikos,oikos,OKS,104326923.08
1658,Data,Decentr,decentr,DEC,1000000000
1659,DeFi,MCDex,mcdex,MCB,0
1660,Yield farming,PlutusDeFi,plutusdefi,PLT,107790337.524
1661,DeFi,Tendies,tendies,TEND,7990616.85916283
1662,Interoperability,NerveNetwork,nervenetwork,NVT,1115782857.2399914
1663,Investments,Republic Note,republicnote,RPN,
1664,Protocol,Liquidity Dividends Protocol,liquidity-dividends-protocol,LID,0
1665,Ethereum,Bitbns,bitbns,BNS,
1666,Interoperability,Anyswap,anyswap,ANY,100000000
1667,Ethereum,Meter,meter,MTRG,40000000
1668,Marketing,WOM Protocol,wom-protocol,WOM,1000000000
1669,Ethereum,Wrapped NXM,wrapped-nxm,WNXM,674085.8941
1670,Ethereum,Antiample,antiample,XAMP,
1671,Ethereum,LunchMoney,lunchmoney,LMY,210000000
1672,Ontology,Ontology,ontology,ONT,1000000000
1673,Supply,SUKU,suku,SUKU,1500000000
1674,Ethereum,AAX Token,aax-token,AAB,25000000.00000028
1675,Cryptocurrency,Sora,sora,XOR,350000
1676,Ethereum,YFFII Finance,yffii-finance,YFFII,30000
1677,Energy,Energy Web Token,energy-web-token,EWT,48638535.4433
1678,Ethereum,Dos Network,dos-network,DOS,949292114.345
1679,Ethereum,DeFiPie,defipie,PIE,0
1680,DeFi,Gameswap,gameswap,GSWAP,20000000
1681,Prediction Market,Augur,augur,REP,11000000
1682,Ethereum,Zap,zap,ZAP,520000000
1683,EOS,FIO Protocol,fio-protocol,FIO,730940874.6012886
1684,Oracle,DIA,dia-data,DIA,200000000
1685,DeFi,YAM,yam,YAM v1,32575725
1686,Yield farming,CBDAO,cbdao,SBREE,1508819
1687,Gaming,Tacos,tacos,TACO,0
1688,DeFi,RMPL,rmpl,RMPL,1279960
1689,NFT,Ethverse,ethverse,ETHV,40000000
1690,Ethereum,Equus Mining Token,equus-mining-token,EQMT,100000000
1691,Ethereum,Datamine,datamine,DAM,16876778.9
1692,Governance,Meridian Network,meridian-network,LOCK,10947704.54242852
1693,Platform,Keep4r,keep4r,KP4R,100000
1694,Ethereum,Based Money,based-money,BASED,100000
1695,Platform,NEAR Protocol,near-protocol,NEAR,1000000000
1696,Ethereum,Rivex,rivex,RVX,25000000
1697,Ethereum,Strong,strong,STRONG,10000000
1698,Financial,Proton,proton,XPR,10000000000
1699,Governance,DXdao,dxdao,DXD,122932.74303916
1700,Governance,YF Link,yflink,YFL,52000
1701,Verification,VIDT Datalink,v-id,VIDT,57386799
1702,Platform,Cream Finance,cream-finance,CREAM,2924547
1703,Ethereum,THECASH,thecash,TCH,22000000
1704,Gaming,The Sandbox,the-sandbox,SAND,3000000000
1705,Deflation,MYX Network,myx-network,MYX,973706026
1706,DeFi,WingShop,wingshop,WING,10000000
1707,DeFi,MixTrust,mixtrust,MXT,10000000000
1708,DeFi,Tokens of Babel,tokens-of-babel,TOB,3971979
1709,DeFi,Keysians Network,keysians-network,KEN,10000000
1710,Interoperability,Bitgear,bitgear,GEAR,91000000
1711,Ethereum,UniGraph,unigraph,GRAPH,100000
1712,DeFi,Hakka.Finance,hakka-finance,HAKKA,635982513
1713,Ethereum,GET Protocol,get-protocol,GET,33368773.40000017
1714,Ethereum,Meme,degenerator,MEME,28000
1715,DeFi,DefiDollar DAO,defidollar-dao,DFD,100000000
1716,Elastic supply,YMPL,ympl,YMPL,266281
1717,Social,Force For Fast,force-for-fast,FFF,0
1718,Ethereum,Shrimp Finance,shrimp-finance,SHRIMP,255424
1719,Ethereum,Spaghetti,spaghetti,PASTA,14846415
1720,Protocol,Stafi,stafi,FIS,100000000
1721,Elastic supply,Orbicular,orbicular,ORBI,109749278
1722,Lending,PROXI,proxi,CREDIT,100000000
1723,DeFi,YAMv2,yam-v2,YAMV2,3726411
1724,Polkadot,Polkadot,polkadot-new,DOT,1020047559.0367551
1725,DeFi,Soft Link,softlink,SLINK,1587899
1726,DeFi,Open Predict Token,open-predict-token,OPT,9900000
1727,Decentralized Exchange,UniLayer,unilayer,LAYER,40000000
1728,DeFi,Xiotri,xiotri,XIOT,5000
1729,DeFi,YFValue,yfv-finance,YFV,4646341.59447176
1730,Ethereum,Dextoken,dextoken,DEXG,20000
1731,DeFi,Axis DeFi,axis-defi,AXIS,24000000
1732,Ethereum,YFIEXCHANGE.FINANCE,yfiexchange-finance,YFIE,50000
1733,Infrastructure,Pmeer,pmeer,PMEER,200287810
1734,Ethereum,DegenVC,degenvc,DGVC,1000000
1735,Ethereum,Growth DeFi,growthdefi,GRO,996838.84657431
1736,Ethereum,Cowboy.Finance,cowboy-finance,COW,21000000
1737,Polkadot,Secret,secret,SCRT,111771105
1738,Ethereum,Libera,libera,LIB,5000000
1739,Derivatives,Lien,lien,LIEN,0
1740,DeFi,Vidya,vidya,VIDYA,0
1741,Ethereum,AceD,aced,ACED,200000000
1742,Polkadot,Darwinia Network,darwinia-network,RING,1590567952.9265037
1743,Ethereum,Fuse Network,fuse-network,FUSE,306211110
1744,IoT,Machine Xchange Coin,machine-xchange-coin,MXC,2642132373
1745,DeFi,SushiSwap,sushi,SUSHI,165338134.94509408
1746,Polkadot,Native Utility Token,native-utility-token,NUT,9998686
1747,Polkadot,Robonomics.network,robonomics-network,XRT,9984036.33128895
1748,Ethereum,Darwinia Commitment Token,darwinia-commitment-token,KTON,39582.57508234
1749,Financial,Rio DeFi,rio-defi,RFUEL,109375001
1750,Polkadot,MANTRA DAO,mantra-dao,OM,151999999
1751,Ethereum,yffi finance,yffi-finance,YFFI,0
1752,DeFi,yffc.finance,yffc-finance,YFFC,35000
1753,Protocol,Hands of Steel,hands-of-steel,STEEL,9565358
1754,Gaming,Chain Games,chain-games,CHAIN,0
1755,DeFi,Venus,venus,XVS,30000000
1756,Decentralized Exchange,Dextrust,dextrust,DETS,50000000
1757,Ethereum,Reserve,reserve,RSV,
1758,Interoperability,Syscoin,syscoin,SYS,601867277.328784
1759,Ethereum,Trade Token X,trade-token-x,TIOX,223534822.66102275
1760,DeFi,SakeToken,sake-token,SAKE,113935206
1761,Polkadot,Bifrost,bifrost,BNC,
1762,Marketing,Minter Network,minter-network,BIP,3306654028
1763,Layer 2,Tokamak Network,tokamak-network,TON,50000000
1764,Ethereum,Liquidity Network,liquidity-network,LQD,100000000
1765,Blockchain Network,Elrond,elrond-egld,EGLD,20753492
1766,Yield farming,YUNo.finance,yuno-finance,YUNO,2648654.44990445
1767,Ethereum,KIMCHI.finance,kimchi-finance,KIMCHI,637847325
1768,Ethereum,DistX,distx,DISTX,50000000
1769,Lending,Soft Yearn,soft-yearn,SYFI,463154539
1770,Ethereum,Akropolis Delphi,akropolis-delphi,ADEL,60000000
1771,Ethereum,Mainframe ,mainframe,MFT,10000000000
1772,Ethereum,Harvest Finance,harvest-finance,FARM,369094.7
1773,DeFi,Pearl,pearl,PEARL,35000
1774,DeFi,OIN Finance,oin-finance,OIN,100000000
1775,Yield farming,NOODLE Finance,noodle-finance,NOODLE,39979513
1776,Yield farming,Boosted Finance,boosted-finance,BOOST,99118.16852074
1777,DeFi,Pylon Finance,pylon-finance,PYLON,14700
1778,Yield farming,Carrot,carrot,CRT,0
1779,DeFi,BaconSwap,baconswap,BACON,11550838
1780,Decentralized Exchange,SalmonSwap,salmonswap,SAL,1000000
1781,DeFi,YFDAI.FINANCE,yfdai-finance,YF-DAI,21000
1782,Platform,DeFi Bids,defi-bids,BIDS,48157136.47406066
1783,Ethereum,TONToken,tontoken,TON,400000000
1784,Ethereum,Celsius ,celsius,CEL,695658160.967
1785,DeFi,yfBeta,yfbeta,YFBETA,0
1786,DeFi,Unimonitor,unimonitor,UNT,10000000
1787,Ethereum,Yield-Farming,yield-farming,YIELD,24963325.766129
1788,DeFi,Swerve,swerve,SWRV,10456256.25725855
1789,DeFi,MoonSwap,moonswap,MOON,10156928.40437041
1790,DeFi,SUN,sun,SUN,19900730
1791,DeFi,DMD,dmd,DMD,
1792,DeFi,YFFS Finance,yffs,YFFS,0
1793,DeFi,unibot.cash,unibot-cash,UNDB,1000
1794,Exchange,Zeedex,zeedex,ZDEX,10000000
1795,Financial,BLOCKMAX,blockmax,OCB,0
1796,Ethereum,YFUEL,yfuel,YFUEL,24400
1797,DeFi,Universal Liquidity Union,universal-liquidity-union,ULU,36168
1798,Tron,JackPool.finance,jackpool-finance,JFI,0
1799,DeFi,Leverj Gluon,leverj-gluon,L2,801651386
1800,Yield farming,BNSD Finance,bnsd-finance,BNSD,11037567.27272727
1801,Cloud Storage,Aleph.im,aleph-im,ALEPH,500000000
1802,Yield farming,JustLiquidity,justliquidity,JUL,963148.10248
1803,Platform,DefiBox,defibox,BOX,100000000
1804,Financial,Alchemy Pay,alchemy-pay,ACH,10000000000
1805,Ethereum,Sperax,sperax,SPA,0
1806,DeFi,Dollars,dollars,USD,
1807,Decentralized Exchange,Unitrade,unitrade,TRADE,50000000
1808,Interoperability,Geeq,geeq,GEEQ,100000000
1809,DeFi,Perpetual Protocol,perpetual-protocol,PERP,
1810,Binance,Swingby,swingby,SWINGBY,1000000000
1811,Interoperability,Ferrum Network,ferrum-network,FRM,329218749
1812,Marketing,MiL.k,milk-alliance,MLK,1300000000
1813,Derivatives,Hedget,hedget,HGET,10000000
1814,DeFi,bXIOT,bxiot,BXIOT,250000
1815,Ethereum,Katana Finance,katana-finance,KATANA,8265564.99
1816,Insurance,Nsure.Network,nsure-network,NSURE,45000000
1817,Ethereum,Phala.Network,phala-network,PHA,1000000000
1818,DeFi,Aavegotchi GHST Token,aavegotchi-ghst-token,GHST,20209013
1819,Ethereum,GemSwap,gemswap,GEM,80064000
1820,DeFi,Nyan Finance,nyan-finance,NYAN,33000
1821,Ethereum,Golff,golff,GOF,639998
1822,DeFi,Tribute,tribute,TRBT,476813
1823,DeFi,Pickle Finance,pickle-finance,PICKLE,68675.682
1824,Governance,PowerPool,powerpool,CVP,100000000
1825,Yield farming,Creed Finance,creed-finance,CREED,260982.3
1826,Yield farming,YFARM Token,yfarm-token,YFARM,78742467
1827,Ontology,Wing,wing,WING,2326255.88179234
1828,Ethereum,Dego Finance,dego-finance,DEGO,8777127
1829,DeFi,Frontier,frontier,FRONT,100000000
1830,DeFi,DeFi Pulse Index,defi-pulse-index,DPI,5534
1831,Cryptocurrency,New BitShares,new-bitshares,NBS,3600000000
1832,DeFi,PancakeSwap,pancakeswap,CAKE,97220206.1197909
1833,Ethereum,Linear,linear,LINA,10000000199
1834,DeFi,Samurai,samurai,SAM,30000
1835,DeFi,XSwap,xsp,XSP,67611421
1836,Yield farming,YMAX,ymax,YMAX,32000
1837,Ethereum,Beowulf,beowulf,BWF,3000000000
1838,Yield farming,Hatch DAO,hatch-dao,HATCH,520000
1839,Decentralized Exchange,OneSwap DAO Token,oneswap-dao-token,ONES,99995528
1840,DeFi,Soda Token,soda-token,SODA,14887
1841,Ethereum,yTSLA Finance,ytsla-finance,YTSLA,111111
1842,Ethereum,Leverj,leverj,LEV,1000000000
1843,Platform,Bella Protocol,bella-protocol,BEL,100000000
1844,Ethereum,Rotten,rotten,ROT,41920778.19213606
1845,DeFi,pNetwork,pnetwork,PNT,65671564.83977784
1846,Elastic supply,YAM v3,yamv3,YAM,4816256
1847,Yield farming,IYF.finance,iyf-finance,IYF,24000
1848,DeFi,Rope,rope,$ROPE,28000
1849,Binance,Burger Swap,burger-swap,BURGER,12047079.26561765
1850,Governance,PowerTrade,powertrade-fuel,PTF,
1851,DeFi,Bonded Finance,bonded-finance,BOND,1000000000
1852,DeFi,Flamingo,flamingo,FLM,150000000
1853,Derivatives,dHedge DAO,dhedge-dao,DHT,100000000
1854,Ethereum,Metric,metric,METRIC,1000000
1855,Ethereum,cVault.finance,cvault-finance,CORE,10000
1856,DeFi,Lua Token,lua-token,LUA,0
1857,NFT,REVV,revv,REVV,3000000000
1858,NFT,Eight Hours,eight-hours,EHRT,0
1859,NFT,Rarible,rarible,RARI,25000000
1860,Cloud Storage,Crust,crust,CRU,2000010
1861,Ethereum,APEcoin,apecoin,APE,10000000
1862,DeFi,Bidao,bidao,BID,4000000000
1863,,EnterCoin,entercoin,ENTRC,6000000
1864,DeFi,SAFE2,safe2,SAFE2,52689
1865,Platform,Anatha,anatha,WANATHA,0
1866,Gaming,Axie Infinity,axie-infinity,AXS,270000000
1867,Ethereum,PieDAO DOUGH v2,piedao-dough-v2,DOUGH,72815865.51926933
1868,Privacy,Firo,zcoin,XZC,21400000
1869,Financial,Crypto.com Coin,crypto-com-coin,CRO,100000000000
1870,Ethereum,Shroom.Finance,shroom-finance,SHROOM,0
1871,Governance,Bellevue Network,bellevue-network,BLV,62018750
1872,Ethereum,YFMoonBeam,yfmoonbeam,YFMB,1000000
